x,y,z,w
0.1023602,-0.03203742,-0.1864618,0.97659
0.1044242,-0.03235314,-0.1863853,0.9763756
0.1064974,-0.03267715,-0.1863724,0.9761434
0.108567,-0.03287826,-0.1863782,0.9759074
0.1106169,-0.03301263,-0.1864091,0.9756668
0.1126758,-0.03313204,-0.186532,0.9754036
0.1147559,-0.03319434,-0.1866627,0.975134
0.1168409,-0.03328457,-0.1867786,0.9748611
0.1189131,-0.03342586,-0.186905,0.9745814
0.1209944,-0.03353045,-0.1870146,0.9743006
0.1230527,-0.03366897,-0.1871399,0.9740139
0.1250782,-0.03378001,-0.18729,0.9737232
0.1270619,-0.03391003,-0.1874285,0.9734351
0.1290073,-0.03406873,-0.1876194,0.9731369
0.1308733,-0.03427444,-0.1878359,0.9728387
0.1326844,-0.03445218,-0.1879829,0.9725587
0.1344492,-0.03462185,-0.1881996,0.9722683
0.1361753,-0.03479497,-0.1883764,0.9719876
0.1378581,-0.03496631,-0.1885495,0.9717106
0.1394802,-0.03517038,-0.1887195,0.9714388
0.1410422,-0.03543812,-0.1888909,0.9711702
0.1425721,-0.03570395,-0.1890371,0.9709086
0.1440699,-0.03596707,-0.1891631,0.9706532
0.1455007,-0.03627127,-0.1892782,0.9704059
0.1468623,-0.03657286,-0.1893651,0.9701725
0.1481394,-0.03689668,-0.1893927,0.9699607
0.1493546,-0.03725091,-0.1893663,0.9697659
0.1504984,-0.03764789,-0.189351,0.9695767
0.1515926,-0.03809134,-0.1892826,0.9694023
0.1526449,-0.03859269,-0.1891927,0.9692349
0.1536495,-0.03913714,-0.1890889,0.9690745
0.1545977,-0.03974086,-0.1889803,0.9689204
0.1554893,-0.04035915,-0.1888512,0.9687772
0.1563332,-0.04093764,-0.188682,0.9686501
0.1571009,-0.04157325,-0.1884636,0.9685413
0.1577952,-0.04223898,-0.1881958,0.9684517
0.1584395,-0.04289213,-0.187887,0.9683778
0.1590115,-0.04356262,-0.1875913,0.9683114
0.1595263,-0.0442357,-0.1873313,0.9682466
0.1599724,-0.04485715,-0.1870994,0.9681892
0.1603359,-0.04544265,-0.1868859,0.9681431
0.1606278,-0.04598323,-0.1867091,0.9681032
0.1608434,-0.04642463,-0.1865362,0.9680798
0.1609157,-0.04672439,-0.1863425,0.9680906
0.160867,-0.04695634,-0.1861267,0.968129
0.1607429,-0.04718728,-0.1858689,0.968188
0.1605894,-0.04738487,-0.1856328,0.9682491
0.1604304,-0.04757576,-0.1854408,0.9683028
0.1602714,-0.04772904,-0.1852816,0.9683521
0.1601284,-0.04782005,-0.1851907,0.9683887
0.159999,-0.04786389,-0.1852043,0.9684054
0.1599244,-0.04786438,-0.1852052,0.9684174
0.1599137,-0.04787081,-0.185254,0.9684095
0.1599087,-0.04786554,-0.185335,0.9683951
0.1599056,-0.04786003,-0.185406,0.9683822
0.1599156,-0.04780228,-0.1854537,0.9683744
0.1599143,-0.04780365,-0.1854534,0.9683746
0.159913,-0.04780584,-0.1854531,0.9683747
0.1599029,-0.04785772,-0.1854615,0.9683722
0.1598896,-0.0479301,-0.1854734,0.9683686
0.1598747,-0.04801274,-0.1854871,0.9683644
0.1598588,-0.04810584,-0.1855024,0.9683594
0.1598077,-0.04808731,-0.1855567,0.9683583
0.1596999,-0.04806648,-0.1855621,0.968376
0.1595556,-0.04803883,-0.1855693,0.9683999
0.1594004,-0.04806782,-0.1855858,0.9684209
0.1592296,-0.04817052,-0.1855403,0.9684526
0.1590549,-0.04826662,-0.1854993,0.9684844
0.1588577,-0.04835317,-0.1854369,0.9685243
0.1586172,-0.04842724,-0.1853707,0.9685727
0.1583317,-0.04846641,-0.1852926,0.9686325
0.1580294,-0.04855105,-0.1851804,0.9686989
0.1577142,-0.04870275,-0.1850791,0.968762
0.1574128,-0.04886713,-0.1849838,0.9688211
0.1571212,-0.04903676,-0.1848992,0.9688759
0.1568452,-0.04920764,-0.1848241,0.9689264
0.1565834,-0.04935857,-0.1847553,0.9689742
0.1563361,-0.04949002,-0.1846878,0.9690202
0.156105,-0.04964507,-0.184601,0.9690661
0.1558769,-0.04981031,-0.184499,0.9691138
0.1556319,-0.04995816,-0.1844002,0.9691643
0.1553902,-0.05009395,-0.1842883,0.9692174
0.1551307,-0.05019203,-0.1842032,0.96927
0.1548787,-0.05025557,-0.1841172,0.9693235
0.1546114,-0.05034617,-0.1840319,0.9693776
0.1543285,-0.05046457,-0.1839573,0.9694306
0.1540412,-0.05052232,-0.1839048,0.9694833
0.1537623,-0.05049237,-0.18385,0.9695395
0.1534954,-0.05045451,-0.1838617,0.9695816
0.1532577,-0.05036716,-0.1838644,0.9696233
0.1530576,-0.05025151,-0.183861,0.9696614
0.1528537,-0.050219,-0.1838705,0.9696934
0.1526679,-0.05012389,-0.1838702,0.9697277
0.1524834,-0.05002654,-0.1838703,0.9697617
0.1522827,-0.04999021,-0.1838804,0.9697932
0.1520768,-0.04995447,-0.1838905,0.9698254
0.1518707,-0.04982169,-0.1839426,0.9698547
0.1516509,-0.04959749,-0.1839199,0.969905
0.1514116,-0.0492627,-0.1838796,0.969967
0.1511716,-0.04882824,-0.18388,0.9700264
0.1509527,-0.04832867,-0.1838762,0.9700861
0.1507567,-0.04782148,-0.1838917,0.9701388
0.150585,-0.04731175,-0.1839291,0.9701834
0.1504498,-0.04675142,-0.1840184,0.9702146
0.1503469,-0.04612755,-0.1841615,0.9702332
0.1502643,-0.04546012,-0.1843552,0.9702408
0.1502163,-0.04479839,-0.1845807,0.9702361
0.1501913,-0.04414345,-0.1848399,0.9702207
0.1501867,-0.04352084,-0.1850914,0.9702016
0.1501763,-0.04289882,-0.1853328,0.9701847
0.150144,-0.0422788,-0.1855706,0.9701715
0.1500944,-0.04166221,-0.1857677,0.9701681
0.1500452,-0.04101439,-0.185955,0.9701675
0.1499875,-0.04040833,-0.1861116,0.9701719
0.1499096,-0.0398776,-0.1862537,0.9701785
0.1498272,-0.03934149,-0.18639,0.970187
0.1497355,-0.03882586,-0.1865245,0.9701961
0.1496109,-0.0383126,-0.1866402,0.9702134
0.1494479,-0.03777589,-0.1867553,0.9702376
0.1492877,-0.03719562,-0.1868373,0.9702687
0.1491297,-0.03663106,-0.1869267,0.9702973
0.1489815,-0.03601439,-0.1869763,0.9703336
0.1488471,-0.03532654,-0.1870413,0.970367
0.148714,-0.0346055,-0.1871438,0.9703936
0.1485903,-0.03383554,-0.1872546,0.9704183
0.1484994,-0.03303479,-0.1873906,0.9704336
0.1484145,-0.03223148,-0.1875839,0.9704363
0.1483404,-0.03140013,-0.1877937,0.9704342
0.1482723,-0.03056502,-0.1880342,0.9704248
0.1482155,-0.02969873,-0.1883117,0.9704064
0.1481754,-0.02874655,-0.1885972,0.9703859
0.1481592,-0.02769793,-0.1888621,0.9703674
0.1481688,-0.02654296,-0.1891366,0.9703447
0.148195,-0.02527402,-0.1893885,0.9703254
0.1482327,-0.02389125,-0.1895757,0.9703181
0.1482652,-0.02244977,-0.1897808,0.9703075
0.1482972,-0.02095453,-0.1899778,0.9702976
0.1483109,-0.01941442,-0.1901583,0.9702922
0.1483224,-0.01788302,-0.1903502,0.9702822
0.1483163,-0.01641179,-0.1905565,0.9702687
0.1483283,-0.01495729,-0.190748,0.9702527
0.1483693,-0.0134868,-0.1909726,0.9702237
0.1484303,-0.01205354,-0.191159,0.9701966
0.1485086,-0.01061139,-0.1913535,0.9701631
0.1486228,-0.009092608,-0.1915562,0.9701211
0.1487441,-0.007558953,-0.1917929,0.9700688
0.1488808,-0.006052825,-0.1920485,0.9700079
0.1490359,-0.0044734,-0.1923398,0.9699349
0.1492135,-0.002937473,-0.1926627,0.9698494
0.1494188,-0.00147293,-0.1930211,0.9697499
0.1496919,-1.897185E-05,-0.1933626,0.9696408
0.1499657,0.001440151,-0.193703,0.9695294
0.1502412,0.002907203,-0.1940257,0.969419
0.1505196,0.004384138,-0.1943095,0.9693134
0.1508017,0.005883317,-0.1945999,0.9692034
0.1510834,0.007383285,-0.1948951,0.9690899
0.1513001,0.008900616,-0.1951463,0.9689928
0.1514622,0.0103984,-0.1954487,0.9688916
0.151589,0.011907,-0.1957392,0.9687958
0.1516792,0.01342368,-0.1960339,0.9687022
0.1517584,0.01489196,-0.1963568,0.968603
0.1518348,0.01632546,-0.1967006,0.9684981
0.1519199,0.01772646,-0.1970593,0.9683872
0.1520216,0.01909854,-0.1973955,0.9682767
0.1521343,0.02047445,-0.1977358,0.9681614
0.1522582,0.02183735,-0.1981146,0.9680347
0.1523868,0.02320271,-0.1984081,0.9679226
0.1525071,0.02456364,-0.1987335,0.9678033
0.1526121,0.02598055,-0.1990447,0.9676858
0.1526853,0.02746663,-0.1992972,0.9675813
0.1527267,0.02896227,-0.1995689,0.9674751
0.1527523,0.03045018,-0.1998045,0.9673768
0.1527449,0.03190403,-0.200024,0.9672857
0.1527023,0.03334277,-0.2002401,0.9671992
0.1526206,0.03477102,-0.2004414,0.9671201
0.1525034,0.03621263,-0.2006455,0.9670433
0.1523607,0.03768471,-0.2008335,0.9669706
0.152188,0.03923193,-0.2010406,0.9668931
0.1519774,0.0408567,-0.2012346,0.9668186
0.1517472,0.04255364,-0.2014428,0.9667382
0.151529,0.04431386,-0.2016509,0.9666499
0.1513264,0.04604984,-0.2018677,0.9665553
0.1511327,0.04779514,-0.2021247,0.9664472
0.1509562,0.04960006,-0.2024405,0.9663177
0.1508058,0.05137776,-0.2027604,0.9661812
0.1506709,0.0531588,-0.2030899,0.9660367
0.150536,0.05493552,-0.203467,0.965879
0.1503982,0.05673272,-0.2037924,0.9657279
0.1502665,0.05856059,-0.2041124,0.9655718
0.1501475,0.060363,-0.2044678,0.965404
0.1500479,0.06213903,-0.204785,0.9652396
0.1499713,0.06383639,-0.2050886,0.9650763
0.1499249,0.06548769,-0.2054264,0.964901
0.1499181,0.06710985,-0.2057379,0.9647242
0.1499504,0.06871871,-0.2060577,0.9645376
0.1500081,0.07034948,-0.2063796,0.9643423
0.1500778,0.07195302,-0.2066846,0.9641477
0.1501835,0.07351276,-0.2069713,0.9639521
0.1503338,0.07498784,-0.2072362,0.9637582
0.150499,0.07638425,-0.2075143,0.9635628
0.1506675,0.07773323,-0.2077735,0.9633728
0.150841,0.07903257,-0.2080408,0.9631822
0.1510544,0.08021902,-0.2082333,0.963009
0.1512555,0.08137749,-0.2084824,0.9628263
0.1515067,0.08244266,-0.2086964,0.9626498
0.1518068,0.08341697,-0.2088908,0.9624764
0.1521498,0.08437254,-0.2091009,0.9622933
0.1525641,0.08535971,-0.2092614,0.9621058
0.153029,0.0863089,-0.2094308,0.9619104
0.153506,0.08721849,-0.2096125,0.9617127
0.1540005,0.08812054,-0.2097699,0.9615172
0.1544917,0.08895878,-0.2099378,0.9613245
0.1549689,0.08968124,-0.2101194,0.9611408
0.1554312,0.09030277,-0.2103017,0.9609681
0.1559085,0.09087979,-0.2104659,0.9608004
0.1564109,0.0913486,-0.2106451,0.960635
0.1569329,0.09172388,-0.2107782,0.9604849
0.1574893,0.09207257,-0.2108966,0.9603345
0.1580805,0.0923726,-0.210962,0.9601941
0.1586994,0.09261534,-0.2110179,0.9600564
0.1593713,0.09279459,-0.2110245,0.9599263
0.1601125,0.09294784,-0.2110396,0.9597849
0.1609248,0.09301035,-0.2110749,0.9596351
0.1617586,0.09304384,-0.2111016,0.9594858
0.162677,0.09299403,-0.211137,0.9593276
0.1636454,0.09282415,-0.2111158,0.959184
0.1646812,0.09263351,-0.2110776,0.9590335
0.1657981,0.09231995,-0.2109934,0.9588899
0.1669497,0.09188789,-0.2108642,0.95876
0.1681367,0.09137921,-0.2107237,0.9586321
0.1693625,0.09086067,-0.2105419,0.9585055
0.1706008,0.09027092,-0.2103294,0.9583883
0.1718548,0.0896178,-0.2101253,0.9582703
0.1731625,0.08898602,-0.2099397,0.9581344
0.1745208,0.08833373,-0.2097552,0.9579887
0.1759307,0.08766286,-0.209557,0.9578359
0.1773788,0.08697688,-0.209358,0.9576748
0.1788541,0.0862128,-0.2091566,0.9575135
0.1803639,0.08535095,-0.2089399,0.9573548
0.1818998,0.08445077,-0.2087192,0.9571922
0.1834526,0.08354923,-0.20852,0.9570183
0.1850293,0.08268517,-0.2083284,0.9568316
0.1866181,0.08181383,-0.2081472,0.9566373
0.1882057,0.08098434,-0.2079515,0.9564394
0.1897833,0.08020074,-0.2076979,0.9562488
0.1913556,0.07940383,-0.207395,0.9560676
0.1929415,0.07865769,-0.2070864,0.9558775
0.1945706,0.07793558,-0.2067819,0.9556723
0.196246,0.07714741,-0.2064586,0.9554635
0.1979623,0.07635453,-0.2061463,0.9552405
0.1997137,0.07557046,-0.2058536,0.9550015
0.2014923,0.0747923,-0.2055977,0.9547442
0.203312,0.07407779,-0.2053622,0.9544648
0.2051357,0.07343376,-0.2051533,0.9541692
0.2069743,0.07283191,-0.2049239,0.9538676
0.2088185,0.07228542,-0.2047295,0.9535489
0.210652,0.07175657,-0.2045403,0.9532261
0.212458,0.07121777,-0.2043516,0.9529061
0.2142369,0.07063398,-0.2041777,0.9525884
0.216017,0.07005272,-0.2039917,0.9522691
0.2177915,0.06944152,-0.2038439,0.9519413
0.2195874,0.06882218,-0.2037087,0.9516026
0.2214098,0.06821575,-0.2036087,0.9512454
0.2232553,0.06763759,-0.2035646,0.9508647
0.2251029,0.06708112,-0.2035463,0.9504724
0.2269551,0.06652594,-0.2035163,0.9500773
0.2287946,0.06596887,-0.2034912,0.9496802
0.2305944,0.06537452,-0.2034309,0.9492989
0.2323668,0.06476925,-0.203297,0.9489368
0.2341022,0.0641398,-0.203163,0.9485816
0.2358214,0.06352778,-0.203,0.9482318
0.2375345,0.06286507,-0.2027822,0.9478949
0.2392292,0.06215583,-0.2025898,0.9475566
0.2409118,0.06144773,-0.2024078,0.9472153
0.2425706,0.06067659,-0.2021955,0.946887
0.2442193,0.05987991,-0.2019742,0.946561
0.2458733,0.0591167,-0.2017663,0.9462251
0.2475203,0.05829129,-0.2015089,0.9459017
0.2491494,0.05740156,-0.201251,0.9455833
0.2507671,0.05649806,-0.2009741,0.9452689
0.2523786,0.05558147,-0.2006144,0.9449707
0.2539884,0.054631,-0.2002266,0.944677
0.2556015,0.05363502,-0.1998297,0.944383
0.2572216,0.05267921,-0.199447,0.9440778
0.2588392,0.05177388,-0.1990657,0.9437662
0.2604296,0.05085246,-0.1987516,0.9434449
0.2620003,0.0499764,-0.1984561,0.9431189
0.2635632,0.04904101,-0.1981223,0.9428027
0.2651056,0.04805607,-0.1978395,0.9424803
0.2666497,0.04703994,-0.1975268,0.9421616
0.2681907,0.04596463,-0.1971812,0.9418496
0.2697377,0.04488618,-0.1968737,0.941524
0.2712848,0.04382094,-0.1965637,0.9411945
0.2728173,0.04271998,-0.1962744,0.9408624
0.2743219,0.04161935,-0.1960334,0.9405245
0.275797,0.04046202,-0.1957848,0.9401953
0.2772213,0.0392001,-0.1954737,0.9398945
0.2786087,0.03788374,-0.1951622,0.939603
0.2799585,0.03653251,-0.194839,0.9393223
0.2812977,0.03516477,-0.194452,0.9390545
0.2826011,0.03378588,-0.1940344,0.9388002
0.2838696,0.0324017,-0.193605,0.9385549
0.2851012,0.03098636,-0.1930985,0.9383336
0.2862692,0.02956317,-0.1926184,0.9381227
0.2873927,0.02815082,-0.1921238,0.937924
0.288471,0.02667664,-0.1916002,0.9377431
0.2895211,0.02516695,-0.1910288,0.9375778
0.2905329,0.02359194,-0.1904329,0.937427
0.2915048,0.02198231,-0.1898131,0.9372901
0.2924548,0.02036854,-0.1891555,0.9371635
0.2933688,0.01875646,-0.1885454,0.9370345
0.2942479,0.01716943,-0.1879249,0.9369139
0.2950545,0.01561389,-0.1872808,0.9368164
0.2957849,0.01407154,-0.186621,0.9367422
0.2964502,0.01252626,-0.1859721,0.9366829
0.2970535,0.01098541,-0.1852769,0.9366488
0.2975998,0.009435668,-0.1845807,0.9366297
0.2981249,0.007944776,-0.1839289,0.9366049
0.2986419,0.006477793,-0.1832888,0.9365769
0.2991581,0.005008622,-0.1826814,0.9365398
0.2996794,0.003541251,-0.1821083,0.9364915
0.3001729,0.002069762,-0.1815298,0.9364502
0.3006456,0.0006076675,-0.1809786,0.9364073
0.3010989,-0.0008641903,-0.1804536,0.9363627
0.3015113,-0.002358931,-0.1799079,0.9363325
0.3018869,-0.00382759,-0.1793797,0.936308
0.3022358,-0.005283162,-0.1788551,0.9362886
0.3025588,-0.006755413,-0.1783106,0.9362787
0.3028737,-0.008248658,-0.1777553,0.9362705
0.3031937,-0.009757126,-0.1771927,0.936259
0.303531,-0.01130819,-0.1766354,0.9362377
0.3038498,-0.01293628,-0.1760919,0.9362156
0.304167,-0.01456481,-0.1754723,0.936205
0.3044814,-0.01622144,-0.1748929,0.936184
0.3048081,-0.01787807,-0.1742965,0.9361587
0.3051177,-0.01955656,-0.1736796,0.936139
0.3054142,-0.02121967,-0.173069,0.9361192
0.3056964,-0.02290267,-0.172438,0.9361038
0.3059551,-0.02462613,-0.1717763,0.9360972
0.3061881,-0.02638992,-0.1711342,0.9360906
0.3064162,-0.02815359,-0.1705246,0.9360758
0.3066214,-0.02995178,-0.1699086,0.9360648
0.3067844,-0.03174115,-0.1692448,0.9360726
0.3069311,-0.03349542,-0.1686094,0.9360781
0.3070499,-0.03526307,-0.1679195,0.9360983
0.3071306,-0.0370778,-0.1671203,0.9361447
0.3071835,-0.03890101,-0.1662815,0.9362026
0.3072143,-0.04069798,-0.1654249,0.9362679
0.307226,-0.04244893,-0.1645773,0.9363357
0.3072284,-0.04421551,-0.1637458,0.9363989
0.3072107,-0.04600106,-0.1629491,0.9364578
0.3071809,-0.04781892,-0.1621851,0.9365091
0.3071228,-0.04967468,-0.1614296,0.9365621
0.3070329,-0.05161867,-0.1606156,0.9366263
0.3068963,-0.05361761,-0.1597511,0.9367067
0.3067245,-0.05557276,-0.1588484,0.9368025
0.3065251,-0.05752986,-0.1579099,0.9369083
0.3063026,-0.05952217,-0.1569397,0.9370196
0.306076,-0.06158879,-0.1559478,0.9371257
0.305859,-0.06367734,-0.1549274,0.9372262
0.3056352,-0.06582799,-0.1539369,0.9373137
0.3053929,-0.06804539,-0.1529238,0.9374002
0.305124,-0.07028732,-0.1519095,0.9374874
0.3048064,-0.07253851,-0.1509472,0.9375746
0.3044051,-0.07477926,-0.1499304,0.937692
0.3040092,-0.0769746,-0.1488981,0.9378074
0.3036164,-0.07915005,-0.1479248,0.9379076
0.3031643,-0.08134802,-0.1468766,0.9380304
0.3027034,-0.08358177,-0.1458005,0.9381508
0.3022404,-0.08582191,-0.1447534,0.93826
0.3017552,-0.08805487,-0.1436839,0.9383736
0.3012332,-0.09027674,-0.1425986,0.9384958
0.3006541,-0.09249307,-0.1415242,0.9386283
0.30001,-0.09467701,-0.1404208,0.9387823
0.2993145,-0.09684607,-0.1393083,0.9389488
0.2985608,-0.09901292,-0.1381972,0.939127
0.2977725,-0.1011371,-0.1371164,0.9393092
0.296959,-0.103303,-0.1360175,0.9394908
0.2961367,-0.105493,-0.1349593,0.9396597
0.2953143,-0.1076505,-0.1339295,0.9398211
0.2944804,-0.1097721,-0.1329012,0.9399832
0.293624,-0.1118951,-0.1318759,0.9401453
0.2927735,-0.1139981,-0.130843,0.9403023
0.2919229,-0.1161157,-0.1297967,0.9404525
0.2910531,-0.1182334,-0.1287249,0.9406056
0.2901576,-0.1203568,-0.1276246,0.9407628
0.2892445,-0.1224171,-0.1265918,0.9409177
0.2883332,-0.1243794,-0.1256022,0.9410726
0.2874073,-0.1263414,-0.124642,0.9412223
0.2864631,-0.1282958,-0.1237154,0.9413679
0.2855126,-0.1302117,-0.1227838,0.9415156
0.2845639,-0.1321121,-0.1218636,0.9416576
0.2836188,-0.1339605,-0.1209664,0.9417973
0.2826701,-0.1358128,-0.1200535,0.941934
0.2817095,-0.137708,-0.1191039,0.9420671
0.2807395,-0.1396078,-0.1181343,0.9421992
0.2797508,-0.1414802,-0.1172099,0.9423294
0.2787854,-0.1432715,-0.1163267,0.9424543
0.2778388,-0.1449782,-0.1154815,0.9425767
0.2769123,-0.1466873,-0.1146759,0.9426833
0.2760162,-0.1483474,-0.1138713,0.9427839
0.2751456,-0.149999,-0.113106,0.9428691
0.2743028,-0.1516235,-0.1123459,0.9429457
0.2734574,-0.1532317,-0.111592,0.9430209
0.2726068,-0.1547979,-0.1108364,0.9431005
0.2717166,-0.1562974,-0.1100514,0.943202
0.2707957,-0.157719,-0.1092879,0.9433189
0.2698633,-0.1590666,-0.1085759,0.943442
0.2689193,-0.1604044,-0.1078425,0.9435692
0.2679802,-0.1617738,-0.1071393,0.9436827
0.2670479,-0.1631285,-0.1064754,0.9437889
0.2661111,-0.1644564,-0.1058125,0.9438975
0.2651607,-0.1657803,-0.1051634,0.944006
0.264221,-0.1670726,-0.1045384,0.944111
0.263284,-0.1683214,-0.1039145,0.9442199
0.2623143,-0.1695724,-0.1032758,0.944336
0.2613308,-0.1708089,-0.1026212,0.9444572
0.2603328,-0.1719776,-0.1019696,0.9445913
0.2593097,-0.1731162,-0.1012948,0.9447374
0.2582854,-0.1742518,-0.1006519,0.9448779
0.2572615,-0.1753631,-0.1000072,0.94502
0.2562103,-0.1765003,-0.09934736,0.9451635
0.2551497,-0.1776729,-0.09869296,0.9452992
0.2540717,-0.1788197,-0.09804708,0.9454405
0.2529374,-0.1799398,-0.09736696,0.9456025
0.2517382,-0.1810307,-0.09668999,0.9457837
0.2504831,-0.182072,-0.09597293,0.94599
0.2491649,-0.1831101,-0.09521035,0.9462149
0.2477909,-0.1841561,-0.09442574,0.9464513
0.2463562,-0.1851388,-0.09364838,0.9467113
0.2448998,-0.1860923,-0.09292388,0.9469736
0.2434243,-0.18703,-0.09225643,0.9472345
0.2419051,-0.1879255,-0.0916075,0.9475094
0.2403682,-0.1888009,-0.09101821,0.9477832
0.2388177,-0.1896481,-0.09042831,0.9480625
0.2372392,-0.190476,-0.0898202,0.9483506
0.235647,-0.1912993,-0.08921419,0.948639
0.234045,-0.192101,-0.08860288,0.9489309
0.2324248,-0.1929156,-0.08795905,0.9492236
0.2308015,-0.1937114,-0.08731509,0.9495171
0.229174,-0.1944357,-0.08671713,0.949818
0.2275353,-0.1951476,-0.08613399,0.950119
0.2258862,-0.1958735,-0.0855502,0.9504158
0.2242271,-0.1965849,-0.08499126,0.9507119
0.2225657,-0.1972514,-0.08444198,0.9510131
0.2208786,-0.1978975,-0.0838719,0.9513226
0.2191899,-0.1985307,-0.08332676,0.9516291
0.2175229,-0.199157,-0.08280648,0.9519261
0.2158817,-0.199809,-0.08228057,0.9522086
0.2142572,-0.2004501,-0.08179779,0.9524824
0.212665,-0.201035,-0.08132128,0.9527567
0.2111039,-0.2016175,-0.08088742,0.9530177
0.2096098,-0.2021696,-0.08044994,0.9532676
0.2081809,-0.2027193,-0.08006822,0.953496
0.2067895,-0.2032389,-0.07969724,0.9537193
0.2054186,-0.2037243,-0.07932961,0.9539425
0.2040786,-0.2041749,-0.0789932,0.9541618
0.2027624,-0.2045855,-0.07866015,0.9543819
0.2014754,-0.2049963,-0.07833695,0.9545929
0.200242,-0.2053801,-0.07803983,0.9547942
0.1990379,-0.205708,-0.07773265,0.9550004
0.1978594,-0.2060578,-0.07744081,0.9551936
0.1967115,-0.2063731,-0.07718251,0.9553835
0.1955575,-0.2066201,-0.07690344,0.9555895
0.1944004,-0.2068625,-0.07663582,0.9557946
0.1932329,-0.2070757,-0.0763628,0.9560071
0.1920512,-0.2072813,-0.07605357,0.9562252
0.1908746,-0.2075021,-0.07576276,0.956436
0.1896935,-0.2077058,-0.07547697,0.9566493
0.1884963,-0.2079316,-0.07517488,0.9568607
0.1872864,-0.2081725,-0.07486351,0.9570703
0.1860374,-0.2083891,-0.07453424,0.9572924
0.1847645,-0.2086231,-0.07421061,0.9575131
0.1834517,-0.2089396,-0.07385039,0.9577243
0.1821214,-0.2093499,-0.07348841,0.9579164
0.1807535,-0.2098111,-0.0731047,0.958104
0.1793532,-0.2102722,-0.07272201,0.9582951
0.1779121,-0.2107396,-0.07232745,0.9584909
0.1764313,-0.211195,-0.07192143,0.958695
0.1749317,-0.2116336,-0.07151229,0.9589036
0.1733959,-0.2121201,-0.07105233,0.9591092
0.1718217,-0.2126469,-0.07056335,0.959312
0.1702327,-0.2131842,-0.07006988,0.9595122
0.1686455,-0.2137713,-0.06958921,0.9596967
0.1670807,-0.2144086,-0.06910349,0.9598634
0.1655809,-0.2150569,-0.06867248,0.9600092
0.1641452,-0.2156649,-0.06827321,0.9601478
0.1627839,-0.2162311,-0.06790104,0.9602786
0.1614781,-0.2167911,-0.06756483,0.9603965
0.1602071,-0.2173193,-0.06722721,0.9605137
0.158963,-0.2178617,-0.06696276,0.960616
0.1576528,-0.2183487,-0.06675275,0.960736
0.1562784,-0.2188232,-0.06618989,0.9608915
0.1550707,-0.2193536,-0.06595861,0.9609821
0.1538284,-0.2199152,-0.06546459,0.9610872
0.152564,-0.220738,-0.0650048,0.9611313
0.1513986,-0.2213076,-0.06476112,0.9612011
0.1502464,-0.2218518,-0.06444214,0.9612778
0.1490928,-0.2224427,-0.06419471,0.9613374
0.1479431,-0.2228743,-0.06395508,0.9614311
0.1467628,-0.2232708,-0.06369959,0.9615369
0.1455571,-0.2236689,-0.06345818,0.9616436
0.1443233,-0.2240101,-0.06317947,0.9617685
0.1430478,-0.2243513,-0.0628837,0.9618989
0.1417333,-0.2247015,-0.06257644,0.9620318
0.1403707,-0.2250051,-0.06225325,0.9621816
0.1389483,-0.2253307,-0.06190942,0.962334
0.1374702,-0.2256445,-0.06155881,0.9624952
0.1359457,-0.2259106,-0.06122075,0.9626709
0.1343558,-0.2261553,-0.06085246,0.96286
0.1326478,-0.2263507,-0.06048005,0.9630743
0.1308348,-0.2263978,-0.06010579,0.9633346
0.1288899,-0.2264334,-0.05968546,0.9636145
0.126855,-0.2264769,-0.05924964,0.9639012
0.1247243,-0.2264298,-0.05880493,0.9642175
0.1225099,-0.2263417,-0.05837912,0.9645479
0.1202083,-0.2262476,-0.05794048,0.964886
0.1178486,-0.226135,-0.05749278,0.9652301
0.1154898,-0.2261822,-0.05733737,0.9655135
0.112871,-0.2258665,-0.05664739,0.9659376
0.1103378,-0.2258301,-0.05632784,0.9662575
0.1077321,-0.2255106,-0.05589798,0.966651
0.1050033,-0.2254405,-0.05525782,0.9670044
0.1022816,-0.2253079,-0.0548731,0.9673488
0.09954911,-0.2250378,-0.05434609,0.9677263
0.09684603,-0.2248635,-0.05384216,0.9680693
0.09422397,-0.2246522,-0.05344703,0.9683989
0.09167235,-0.224391,-0.05303611,0.9687269
0.08919752,-0.2241508,-0.05273449,0.9690301
0.08679197,-0.2238469,-0.05250433,0.9693313
0.08444326,-0.2234417,-0.05230199,0.9696431
0.08213352,-0.2230113,-0.05210942,0.9699508
0.07982004,-0.2225982,-0.0518443,0.9702531
0.07755592,-0.2221385,-0.05161615,0.9705541
0.07533406,-0.2216948,-0.05135676,0.9708443
0.07312926,-0.2213026,-0.05108571,0.9711166
0.07095847,-0.2208989,-0.05092945,0.9713778
0.06875536,-0.2204193,-0.05070516,0.9716569
0.06657981,-0.2199843,-0.05045919,0.9719197
0.06444597,-0.2194733,-0.05028784,0.9721879
0.06229269,-0.2188873,-0.05005096,0.9724725
0.06013017,-0.2183421,-0.04985419,0.9727413
0.05801134,-0.2176791,-0.04968325,0.9730272
0.05589283,-0.2169603,-0.04946549,0.9733228
0.05380645,-0.2162068,-0.04928226,0.9736173
0.05176347,-0.2153896,-0.04910427,0.9739182
0.04974928,-0.2145612,-0.0488815,0.9742172
0.0477522,-0.2137474,-0.04865862,0.9745072
0.04578865,-0.2128643,-0.04851678,0.9748017
0.04388074,-0.2119432,-0.04841185,0.9750953
0.04203139,-0.2110401,-0.04830698,0.9753778
