x,y,z,w
0.1328902,-0.1566417,-0.1575843,0.9659041
0.1328777,-0.154779,-0.1579377,0.9661484
0.1328345,-0.153037,-0.1582702,0.9663774
0.1328362,-0.1511947,-0.1586973,0.9665971
0.13289,-0.1492997,-0.1591479,0.9668101
0.132964,-0.1475436,-0.1595977,0.9669954
0.1330675,-0.1458303,-0.1600511,0.9671661
0.1332033,-0.1440674,-0.1604557,0.9673446
0.1333293,-0.1423921,-0.1607948,0.9675189
0.1334633,-0.1407462,-0.1610947,0.9676914
0.1336222,-0.1391056,-0.1613765,0.9678597
0.1337684,-0.1375574,-0.1616396,0.9680169
0.1339265,-0.1360508,-0.1619215,0.9681608
0.134126,-0.1345055,-0.1622776,0.9682895
0.1343388,-0.1330064,-0.1626523,0.9684042
0.13455,-0.1315984,-0.1630264,0.9685043
0.1347793,-0.1301725,-0.1633999,0.9686022
0.1350096,-0.1287433,-0.1637512,0.9687018
0.1352765,-0.1273994,-0.1640408,0.9687932
0.1355203,-0.1261627,-0.164282,0.9688801
0.1357145,-0.1248967,-0.1645277,0.9689752
0.1358937,-0.1237217,-0.1647174,0.9690686
0.1361129,-0.1226356,-0.1649358,0.9691387
0.1363459,-0.1214895,-0.1651869,0.9692076
0.1365699,-0.1203708,-0.1654307,0.9692741
0.1367947,-0.1192717,-0.165711,0.9693304
0.1370294,-0.1180939,-0.1659933,0.9693931
0.1373245,-0.1168856,-0.1662845,0.9694479
0.1376502,-0.1156701,-0.166589,0.9694952
0.1379823,-0.1144471,-0.1668349,0.9695508
0.1383186,-0.1131963,-0.1670655,0.96961
0.1386241,-0.111937,-0.1672759,0.9696764
0.1388721,-0.1106777,-0.1674643,0.9697529
0.1391324,-0.1093756,-0.1676788,0.9698263
0.1393955,-0.1080617,-0.1679084,0.969896
0.1396571,-0.1067517,-0.1681536,0.969961
0.1399198,-0.105464,-0.1684448,0.9700134
0.1401819,-0.1042073,-0.1687723,0.9700545
0.1404318,-0.1029893,-0.1690838,0.9700941
0.1406773,-0.1017846,-0.1694242,0.9701263
0.1409213,-0.1005984,-0.1697728,0.9701537
0.1411558,-0.0994293,-0.1700609,0.9701898
0.1413834,-0.09827738,-0.1703504,0.9702231
0.1416871,-0.09710325,-0.1706016,0.9702529
0.1419843,-0.09597697,-0.1708218,0.9702829
0.1422762,-0.09489606,-0.1710223,0.970311
0.1425667,-0.09380177,-0.171183,0.9703465
0.142852,-0.09270316,-0.1713752,0.9703761
0.1431278,-0.09159879,-0.1715572,0.9704083
0.1433448,-0.09048085,-0.1717315,0.9704503
0.1435708,-0.08934271,-0.1719345,0.9704863
0.1438004,-0.08819427,-0.1721342,0.970522
0.1440261,-0.08702768,-0.1723063,0.9705634
0.1442505,-0.08590424,-0.1725327,0.9705898
0.1444838,-0.08477943,-0.1727732,0.9706113
0.1447034,-0.08367366,-0.1729775,0.9706382
0.1448558,-0.08263849,-0.1732039,0.9706637
0.1450001,-0.08164921,-0.1734371,0.9706842
0.1451866,-0.08072121,-0.1736685,0.9706926
0.1453079,-0.07985698,-0.1739097,0.9707028
0.1454135,-0.07901415,-0.174134,0.9707158
0.1454966,-0.07818621,-0.1743641,0.9707289
0.1455501,-0.07737876,-0.1746046,0.9707425
0.1455811,-0.07666079,-0.1748228,0.9707555
0.1455994,-0.07603413,-0.1750482,0.9707614
0.1455846,-0.07544141,-0.1752706,0.9707698
0.1455042,-0.07492097,-0.1754827,0.9707837
0.1453683,-0.07447455,-0.1756314,0.9708116
0.1451854,-0.07407405,-0.175738,0.9708503
0.1449584,-0.07376135,-0.1758185,0.9708935
0.1446754,-0.07355386,-0.1758239,0.9709505
0.1443368,-0.07343059,-0.1757817,0.9710178
0.1439853,-0.07336546,-0.1757376,0.971083
0.1436164,-0.07341646,-0.1756794,0.9711443
0.1432448,-0.07355826,-0.1755995,0.9712029
0.1428702,-0.07370632,-0.1755457,0.9712565
0.1424725,-0.07383394,-0.1754798,0.9713171
0.1420703,-0.07394241,-0.1753957,0.971383
0.1416718,-0.07405701,-0.1753219,0.9714457
0.1412678,-0.07421111,-0.1752278,0.9715099
0.1408675,-0.07439669,-0.1751107,0.9715749
0.1404881,-0.07453672,-0.1750281,0.9716339
0.1401016,-0.07468983,-0.1749586,0.9716905
0.1397418,-0.07486417,-0.174875,0.971744
0.1394286,-0.07501297,-0.1748158,0.9717882
0.1391318,-0.07518521,-0.174753,0.9718285
0.1388781,-0.07534455,-0.1746815,0.9718654
0.1386656,-0.07543901,-0.1746509,0.971894
0.1384696,-0.07555865,-0.1746164,0.9719189
0.1382805,-0.07567255,-0.1745911,0.9719415
0.1381225,-0.07571901,-0.1746127,0.9719564
0.1379782,-0.07577861,-0.1746345,0.9719684
0.1378555,-0.07583676,-0.174654,0.9719777
0.1377633,-0.07587367,-0.1746679,0.9719854
0.137696,-0.07586157,-0.1746731,0.9719949
0.1376391,-0.07585134,-0.1746776,0.972003
0.137653,-0.0757737,-0.1746666,0.9720091
0.1376113,-0.07564867,-0.1746553,0.9720268
0.1375616,-0.07546894,-0.1747071,0.9720384
0.1374757,-0.07529317,-0.1746939,0.9720665
0.1373856,-0.07509712,-0.1747371,0.9720867
0.1372916,-0.07489423,-0.1747851,0.972107
0.1371835,-0.07469306,-0.174771,0.9721403
0.1370744,-0.07449708,-0.1747576,0.9721732
0.1369649,-0.07429139,-0.1748068,0.9721954
0.1368769,-0.0740567,-0.1748556,0.972217
0.1368011,-0.07381351,-0.1749021,0.9722378
0.1367454,-0.07357848,-0.1749529,0.9722543
0.1367037,-0.0733596,-0.1750203,0.9722645
0.1366556,-0.07317325,-0.1750816,0.9722742
0.1365978,-0.07297684,-0.1751268,0.972289
0.1365171,-0.0727878,-0.1751698,0.9723068
0.1364123,-0.07259784,-0.1751566,0.9723381
0.1362816,-0.07240321,-0.1751453,0.9723731
0.1361447,-0.0722128,-0.1751351,0.9724081
0.1359981,-0.07204738,-0.175129,0.972442
0.1358523,-0.07187676,-0.1751221,0.9724762
0.1357056,-0.07171133,-0.1751159,0.9725101
0.1355783,-0.07158682,-0.1751129,0.9725376
0.1354722,-0.07149286,-0.1751115,0.9725595
0.135379,-0.07147607,-0.1751184,0.9725725
0.1353168,-0.07146488,-0.175123,0.9725811
0.1353261,-0.0714131,-0.1751158,0.972585
0.1353883,-0.07142429,-0.1751112,0.9725763
0.1355127,-0.07144668,-0.1751021,0.972559
0.1356978,-0.0714721,-0.1751406,0.9725244
0.1359703,-0.07145902,-0.1751713,0.9724817
0.1363242,-0.0715085,-0.1752391,0.9724164
0.1367872,-0.07146217,-0.1753057,0.9723426
0.1373433,-0.07135297,-0.1753876,0.9722576
0.1379911,-0.07119346,-0.1755074,0.9721559
0.138721,-0.07096989,-0.1756377,0.9720448
0.1395054,-0.07071253,-0.1757638,0.9719285
0.1403355,-0.07046504,-0.1758761,0.9718067
0.1412045,-0.07026071,-0.1759634,0.9716797
0.1421188,-0.07007729,-0.1760701,0.9715404
0.1430833,-0.06988442,-0.1761866,0.9713916
0.1440843,-0.06971037,-0.1763603,0.9712245
0.1451528,-0.06948891,-0.1765264,0.9710512
0.1462775,-0.06920793,-0.176748,0.9708621
0.1474295,-0.06891555,-0.1769334,0.9706749
0.1485996,-0.06861038,-0.1771151,0.9704849
0.1497824,-0.06825472,-0.1772512,0.9703033
0.1509498,-0.06792013,-0.1773755,0.9701231
0.1520895,-0.06762898,-0.1774733,0.9699476
0.1532342,-0.06734333,-0.1775422,0.9697747
0.1543829,-0.06706995,-0.1776388,0.9695937
0.1555361,-0.06685963,-0.1777542,0.9694027
0.1566836,-0.06668288,-0.1778907,0.9692051
0.157822,-0.06650081,-0.1780483,0.9690039
0.1589568,-0.06636604,-0.1782129,0.9687974
0.1600803,-0.06623098,-0.1783676,0.9685932
0.1611756,-0.06610225,-0.1785204,0.9683921
0.1622378,-0.06598913,-0.1786331,0.9682017
0.1633101,-0.06589174,-0.1787711,0.9680026
0.1643829,-0.06579254,-0.1789192,0.9678004
0.1654611,-0.06574008,-0.1790257,0.9676005
0.1665578,-0.06573766,-0.1791751,0.9673848
0.1676711,-0.06575961,-0.1793264,0.9671629
0.168815,-0.06583992,-0.1794569,0.9669342
0.169995,-0.06601454,-0.1796145,0.9666862
0.1712173,-0.06619309,-0.1797895,0.9664258
0.172475,-0.06629648,-0.1799352,0.9661679
0.1737539,-0.06639588,-0.1800861,0.9659038
0.175046,-0.0664831,-0.1802548,0.965633
0.17635,-0.06655947,-0.1804042,0.9653626
0.1776886,-0.0666752,-0.1805509,0.9650816
0.1790528,-0.06680021,-0.1807282,0.9647876
0.1804366,-0.06690552,-0.1809106,0.9644883
0.1818554,-0.06699174,-0.1810805,0.9641839
0.1832996,-0.06705947,-0.1812816,0.9638678
0.1847741,-0.06708082,-0.1814926,0.9635451
0.1862704,-0.06709877,-0.181711,0.9632145
0.1877966,-0.06710319,-0.1819663,0.9628696
0.1893443,-0.0671052,-0.1822238,0.9625176
0.1909138,-0.06710065,-0.1824774,0.9621598
0.1924989,-0.06709474,-0.1827233,0.9617977
0.1940842,-0.06708863,-0.1829953,0.9614276
0.195683,-0.06705979,-0.1832292,0.961061
0.1973005,-0.06698358,-0.1834412,0.9606951
0.1989351,-0.06689688,-0.1836382,0.9603264
0.2005912,-0.06677711,-0.1838262,0.9599541
0.2022554,-0.06665956,-0.1839597,0.9595875
0.2038875,-0.06664935,-0.1841057,0.9592147
0.2055006,-0.06662666,-0.184267,0.958841
0.2070816,-0.06662588,-0.1844032,0.9584747
0.2086175,-0.06669699,-0.1846007,0.9580986
0.2101529,-0.06672202,-0.1848529,0.9577125
0.2116716,-0.06672142,-0.1851068,0.957329
0.2131653,-0.06681881,-0.1853718,0.9569395
0.214644,-0.06690628,-0.1856198,0.9565547
0.2161261,-0.06696987,-0.1858299,0.9561756
0.2176071,-0.06708688,-0.1860238,0.9557937
0.2190912,-0.06720936,-0.1861966,0.9554123
0.2206005,-0.0673323,-0.1863393,0.9550285
0.2220999,-0.06755759,-0.1865094,0.9546318
0.2236203,-0.06772915,-0.1866868,0.95423
0.2251481,-0.06788477,-0.1868434,0.9538289
0.2266575,-0.06805275,-0.1870257,0.9534236
0.2281575,-0.06821083,-0.1871957,0.9530211
0.2296524,-0.06833751,-0.1873536,0.9526219
0.2311251,-0.06849129,-0.187498,0.9522262
0.2325661,-0.06871768,-0.1876184,0.9518352
0.2339903,-0.06888802,-0.1876849,0.9514607
0.2353821,-0.06903085,-0.187727,0.9510986
0.2367268,-0.06913811,-0.1877231,0.9507578
0.2380306,-0.06918717,-0.1877428,0.9504248
0.2393105,-0.06919844,-0.1877833,0.9500945
0.2405658,-0.06922209,-0.1878023,0.9497719
0.2418078,-0.06928631,-0.187848,0.9494427
0.2430064,-0.06938259,-0.1879114,0.9491171
0.2441547,-0.06949127,-0.1879779,0.9488012
0.2452767,-0.06957711,-0.1880906,0.9484832
0.246389,-0.06965821,-0.1882139,0.9481644
0.2474818,-0.06975531,-0.1883269,0.9478502
0.2485726,-0.06981078,-0.1884677,0.9475326
0.2496501,-0.06982682,-0.1886005,0.9472217
0.2506884,-0.06987739,-0.1887245,0.946919
0.2516772,-0.0699356,-0.188829,0.9466315
0.2526401,-0.07001185,-0.1888921,0.9463567
0.2535605,-0.07016432,-0.1889354,0.9460905
0.254456,-0.07031035,-0.1889855,0.9458293
0.2553315,-0.07037334,-0.1890392,0.9455779
0.2561688,-0.07041583,-0.1890816,0.9453398
0.2569887,-0.07043912,-0.1891212,0.9451075
0.2577968,-0.07046907,-0.1891693,0.9448756
0.2585758,-0.07059025,-0.1892326,0.944641
0.2593534,-0.07071552,-0.1892807,0.9444088
0.2601309,-0.07084075,-0.1893286,0.9441759
0.2608924,-0.07096566,-0.1893675,0.9439486
0.2616413,-0.07109685,-0.1893769,0.9437295
0.2623771,-0.0713125,-0.1893385,0.9435166
0.2631047,-0.07159445,-0.1893179,0.9432968
0.2638245,-0.07186806,-0.1892959,0.9430794
0.2645456,-0.07215393,-0.1892767,0.9428594
0.2652465,-0.07246183,-0.1892657,0.942641
0.2659312,-0.07271946,-0.1892437,0.9424326
0.266599,-0.07297596,-0.1891583,0.9422413
0.2672383,-0.0731983,-0.1891329,0.942048
0.2678705,-0.07332522,-0.1890837,0.9418684
0.2684925,-0.07345009,-0.1890353,0.9416913
0.2691174,-0.07363816,-0.1890027,0.9415047
0.2697732,-0.07385331,-0.188973,0.9413061
0.27045,-0.07406744,-0.1889403,0.9411017
0.2711319,-0.07431281,-0.1889747,0.9408792
0.271798,-0.07450935,-0.189031,0.9406601
0.2724147,-0.07471617,-0.1890801,0.9404554
0.2729895,-0.07496727,-0.18907,0.9402707
0.2735499,-0.07516792,-0.1891247,0.9400809
0.2741002,-0.07531442,-0.1891664,0.9399004
0.2746214,-0.07544987,-0.189209,0.939729
0.2751029,-0.07552365,-0.1892458,0.9395747
0.2755397,-0.07558689,-0.1892913,0.9394325
0.2759268,-0.07563856,-0.1893458,0.9393037
0.2762455,-0.07567022,-0.1894258,0.9391913
0.2764944,-0.07563367,-0.1894862,0.9391088
0.2766521,-0.07563596,-0.1895691,0.9390454
0.2767527,-0.07563452,-0.1896315,0.9390033
0.2767416,-0.07568956,-0.1896477,0.9389989
0.2766616,-0.0756734,-0.1896542,0.9390225
0.2765154,-0.07570116,-0.1896813,0.9390578
0.2763042,-0.0757158,-0.1897136,0.9391122
0.2760691,-0.07566831,-0.1897326,0.9391814
0.275824,-0.07561879,-0.1897523,0.9392534
0.2755357,-0.07562826,-0.1897935,0.9393289
0.2752452,-0.07558971,-0.1897515,0.9394256
0.2749239,-0.07558211,-0.1897926,0.9395121
0.274572,-0.0756166,-0.189789,0.939613
0.2741788,-0.07564737,-0.1897736,0.9397284
0.2737479,-0.07565857,-0.1897634,0.9398552
0.2732743,-0.07564645,-0.189731,0.9400004
0.272713,-0.07562798,-0.1896869,0.9401739
0.2720642,-0.07557835,-0.189657,0.9403719
0.2713335,-0.07546619,-0.1895997,0.9406035
0.2704964,-0.07541319,-0.1895447,0.9408599
0.2695619,-0.0753749,-0.1894953,0.941141
0.2686129,-0.07535629,-0.189436,0.9414258
0.2675612,-0.07529747,-0.1893945,0.9417383
0.2663988,-0.07520538,-0.1893691,0.9420803
0.2651168,-0.07507659,-0.1893435,0.9424573
0.263691,-0.07490018,-0.1893178,0.9428763
0.2621516,-0.07464281,-0.1892959,0.9433303
0.2604954,-0.07436155,-0.1892875,0.9438129
0.2587222,-0.07412,-0.1893092,0.9443151
0.2568633,-0.07387264,-0.1893463,0.9448345
0.2548542,-0.07361051,-0.1893641,0.9453952
0.2527883,-0.07336217,-0.1893753,0.9459667
0.2506867,-0.07307752,-0.1893921,0.9465445
0.2485677,-0.07271142,-0.1893472,0.9471403
0.2464494,-0.07235656,-0.1892607,0.9477381
0.2443851,-0.07201374,-0.1891639,0.9483179
0.2424195,-0.07167673,-0.1891095,0.9488587
0.2405452,-0.07143856,-0.1891417,0.9493471
0.2387676,-0.07127043,-0.189226,0.9497916
0.2371252,-0.07107179,-0.1893769,0.9501878
0.2355644,-0.07095432,-0.1895346,0.9505533
0.2340603,-0.07089695,-0.1896977,0.9508965
0.2326351,-0.07079169,-0.1898404,0.9512256
0.2312682,-0.07065943,-0.18997,0.9515428
0.2299536,-0.07056706,-0.1900383,0.9518546
0.2286794,-0.07049841,-0.190081,0.952158
0.227428,-0.070375,-0.1901146,0.9524601
0.2261934,-0.0702297,-0.1901575,0.9527563
0.2249863,-0.07015238,-0.1901902,0.9530412
0.2238025,-0.07015169,-0.1901938,0.9533193
0.2226083,-0.07019156,-0.1902116,0.9535923
0.2213896,-0.07022326,-0.190203,0.9538754
0.2201459,-0.07021558,-0.1901779,0.9541687
0.2188976,-0.07015017,-0.1901619,0.9544638
0.2176362,-0.07005532,-0.1901486,0.9547619
0.2163401,-0.06993945,-0.190134,0.9550678
0.2150494,-0.06972002,-0.1900941,0.9553832
0.2137391,-0.06950283,-0.1900296,0.9557059
0.2124081,-0.06937169,-0.1899772,0.9560226
0.2110992,-0.0691617,-0.189896,0.9563437
0.2097705,-0.068946,-0.1898212,0.9566665
0.2084149,-0.06872812,-0.1897619,0.9569901
0.2070302,-0.06850152,-0.1897099,0.9573172
0.2056345,-0.06817471,-0.1896627,0.9576507
0.2042136,-0.06777727,-0.1896276,0.9579898
0.202746,-0.06733617,-0.1895971,0.9583386
0.2012152,-0.06686857,-0.1895614,0.958701
0.1996481,-0.06637991,-0.1895262,0.9590694
0.1980358,-0.0659055,-0.1894993,0.9594417
0.1964012,-0.06547467,-0.189494,0.9598081
0.194774,-0.06503901,-0.18953,0.9601622
0.1931407,-0.06457436,-0.1896142,0.9605067
0.1914889,-0.06410089,-0.189698,0.9608526
0.1897929,-0.06363845,-0.189713,0.9612168
0.1880941,-0.06309105,-0.1896807,0.9615931
0.1863842,-0.06255041,-0.1896336,0.9619706
0.184659,-0.06206998,-0.1895716,0.9623466
0.182944,-0.06159184,-0.1894816,0.9627225
0.1812317,-0.06111505,-0.1894174,0.9630893
0.1795161,-0.06067802,-0.1893654,0.9634484
0.1777832,-0.06031211,-0.1893313,0.9637994
0.1760499,-0.05992718,-0.1893411,0.9641396
0.1743287,-0.0595478,-0.1893823,0.9644677
0.1725878,-0.05922149,-0.189412,0.964795
0.1708443,-0.05884237,-0.1893957,0.9651316
0.1690764,-0.05844232,-0.1893509,0.965476
0.1672648,-0.05804121,-0.1892669,0.9658322
0.1654119,-0.05760409,-0.1891589,0.9661985
0.1635422,-0.05716784,-0.1890355,0.9665668
0.1616673,-0.05677777,-0.188914,0.9669288
0.159809,-0.05644654,-0.188852,0.9672692
0.1579895,-0.05611513,-0.1888285,0.9675919
0.1561966,-0.05585282,-0.1888071,0.9679024
0.1544272,-0.05560216,-0.1888009,0.9682019
0.1526585,-0.05539645,-0.1887846,0.9684973
0.150878,-0.05519229,-0.1887209,0.9688003
0.1490795,-0.05496569,-0.188639,0.9691075
0.1472813,-0.05473454,-0.1885505,0.9694127
0.1454712,-0.05451933,-0.1884167,0.9697241
0.1436605,-0.05430876,-0.1882933,0.9700298
0.1418665,-0.05408797,-0.1881505,0.9703339
0.1401028,-0.053915,-0.1880059,0.9706277
0.1383715,-0.05377461,-0.1878726,0.9709097
0.1366741,-0.05360661,-0.1877533,0.9711824
0.1349983,-0.0534297,-0.1876146,0.9714533
0.1333496,-0.05322306,-0.1875057,0.9717134
0.1317378,-0.05295313,-0.1873893,0.9719704
0.1301548,-0.05268832,-0.1872607,0.9722227
0.1286051,-0.05247925,-0.1871724,0.9724573
0.1270941,-0.05233102,-0.1871674,0.9726649
0.125655,-0.05220727,-0.1872605,0.9728405
0.1242477,-0.0521471,-0.1873585,0.9730056
0.1228699,-0.05206998,-0.1874534,0.9731664
0.1215497,-0.05191783,-0.1875353,0.9733245
0.1202587,-0.05180888,-0.1876195,0.9734744
0.1189953,-0.05165576,-0.1876226,0.9736373
0.1178017,-0.05138571,-0.187576,0.9738057
0.1166549,-0.05112395,-0.1875318,0.973966
0.1155157,-0.05092479,-0.1874354,0.9741307
0.1143829,-0.05073035,-0.1873174,0.9742973
0.1132359,-0.05053311,-0.1871948,0.9744651
0.112061,-0.05032665,-0.1871046,0.9746288
0.1108622,-0.05011337,-0.1870417,0.974789
0.1096093,-0.04988746,-0.1869971,0.9749509
0.1083165,-0.04965585,-0.1869278,0.9751204
0.1070157,-0.04942392,-0.1868481,0.9752911
0.1056835,-0.04918652,-0.1867645,0.9754643
0.1043152,-0.04900514,-0.1866619,0.9756403
0.1029338,-0.04876278,-0.1865592,0.9758189
0.1015002,-0.04860995,-0.1864676,0.9759942
0.1000272,-0.04842672,-0.1863858,0.9761709
0.0985359,-0.04816027,-0.1863188,0.9763486
0.0969948,-0.04788243,-0.1862643,0.9765269
0.09543543,-0.04766943,-0.186174,0.9767082
0.09389501,-0.04746798,-0.1861042,0.9768806
0.09233581,-0.04731425,-0.1860863,0.9770401
0.09073754,-0.04717474,-0.1860664,0.9772004
0.08911023,-0.04697634,-0.1860958,0.977354
0.08743844,-0.04677878,-0.1861171,0.9775105
0.08574145,-0.04655427,-0.1861373,0.9776677
0.0840541,-0.04624106,-0.1861492,0.9778268
0.08235184,-0.0459883,-0.1861187,0.9779893
0.08065169,-0.0457433,-0.1860721,0.9781513
0.07894511,-0.04552315,-0.1859953,0.9783155
0.07723828,-0.04528479,-0.1859274,0.9784756
0.07553658,-0.04505172,-0.1858438,0.9786351
0.07385176,-0.04486058,-0.1858191,0.9787771
0.07218021,-0.04468984,-0.1857578,0.9789213
0.07052879,-0.04457908,-0.1857459,0.979049
0.06888179,-0.04444993,-0.1857688,0.9791677
0.06723364,-0.04426351,-0.1857564,0.979293
0.06561685,-0.04405133,-0.1857297,0.9794173
0.06405224,-0.04376247,-0.1856953,0.9795404
0.0625074,-0.04347882,-0.1856386,0.9796636
0.06097215,-0.04319803,-0.1855654,0.9797866
0.05946519,-0.04292241,-0.1854921,0.9799052
0.05794077,-0.04264245,-0.1854332,0.9800199
0.0564262,-0.04236498,-0.1853629,0.9801336
0.05491195,-0.0420868,-0.1853026,0.980243
0.05340397,-0.04169419,-0.1852677,0.9803497
0.05192168,-0.04127931,-0.1852301,0.980454
0.05046958,-0.04090697,-0.1852081,0.9805495
0.0490442,-0.04049169,-0.1852612,0.980629
0.04765161,-0.04013123,-0.1853145,0.9807025
0.04624338,-0.03968117,-0.1853647,0.9807787
0.04484974,-0.03923922,-0.1854141,0.9808519
0.04347778,-0.03887013,-0.1853913,0.9809326
0.0421298,-0.03832855,-0.1854344,0.9810047
0.040782,-0.037814,-0.1854779,0.9810733
0.03946477,-0.03733765,-0.1855209,0.9811373
0.03817459,-0.03686094,-0.1855625,0.9811985
0.03692064,-0.03636395,-0.1856014,0.9812577
0.03569275,-0.03587184,-0.1856391,0.9813141
0.03446876,-0.03535877,-0.1856757,0.9813695
0.03323425,-0.03484365,-0.1857123,0.9814236
0.03199544,-0.03432225,-0.1857486,0.9814763
0.03076774,-0.03377042,-0.1857833,0.9815281
0.02952826,-0.03319464,-0.1858176,0.9815793
0.0282558,-0.03256382,-0.1858515,0.9816315
0.02694399,-0.03198747,-0.1858197,0.9816934
0.02566113,-0.03145515,-0.1857663,0.981755
0.02442558,-0.0308449,-0.1857146,0.9818157
0.02320299,-0.03039429,-0.1856598,0.9818698
0.02200278,-0.02991461,-0.1856297,0.9819178
0.02083354,-0.02938189,-0.1855711,0.9819705
0.01966,-0.02888384,-0.1856019,0.9820036
0.01850113,-0.02839394,-0.1856321,0.9820347
0.01736618,-0.0279423,-0.1856093,0.9820727
0.01626564,-0.02754469,-0.1856383,0.9820973
0.01520693,-0.02715494,-0.1856658,0.9821199
0.01419314,-0.02680726,-0.1856398,0.9821495
0.01322458,-0.02645623,-0.1856646,0.9821678
0.01230112,-0.02611507,-0.1856148,0.9821985
0.01143194,-0.0257733,-0.1855633,0.9822277
0.01061177,-0.02543956,-0.1855836,0.9822418
0.009807565,-0.02513591,-0.1856034,0.9822541
0.009005626,-0.02484893,-0.1856232,0.9822655
0.008185015,-0.02457465,-0.1856434,0.9822757
0.007330328,-0.02433727,-0.1856645,0.9822844
0.006454707,-0.02409592,-0.1856859,0.9822925
0.005561118,-0.0238349,-0.1857076,0.9823002
0.004654091,-0.02358757,-0.1857294,0.9823067
0.00373196,-0.02341369,-0.1856991,0.9823205
0.002834008,-0.02316856,-0.1856629,0.9823362
0.001948869,-0.02290977,-0.1856001,0.9823563
0.001052037,-0.02274089,-0.1855319,0.9823745
0.0001486938,-0.02263579,-0.1854688,0.9823893
-0.0007272121,-0.02247081,-0.1853999,0.982406
-0.001602985,-0.02239254,-0.1853409,0.9824178
-0.002473288,-0.02236952,-0.1852656,0.9824306
-0.00332101,-0.02228034,-0.1851588,0.9824504
-0.004140442,-0.02212602,-0.1850412,0.9824728
-0.004928708,-0.02197755,-0.1849123,0.9824969
-0.00568104,-0.02183581,-0.184751,0.9825264
-0.006372612,-0.02162963,-0.1845838,0.9825581
-0.007005081,-0.02145625,-0.1844255,0.9825873
-0.007568172,-0.02135013,-0.1842963,0.9826096
-0.008046498,-0.02126007,-0.1842125,0.9826235
-0.008440739,-0.02118584,-0.1841425,0.982635
-0.008733839,-0.02113091,-0.1841488,0.9826324
-0.008927493,-0.02109462,-0.1841529,0.9826307
-0.009011234,-0.02107893,-0.1841547,0.9826299
-0.009063745,-0.02102598,-0.1841538,0.9826307
-0.008997761,-0.0209642,-0.1842133,0.9826215
-0.008825745,-0.02086522,-0.1842076,0.9826263
-0.008545828,-0.02078867,-0.1841987,0.982632
-0.00814233,-0.02074413,-0.1842446,0.9826277
-0.007615971,-0.02074744,-0.1842883,0.9826237
-0.007002062,-0.02078244,-0.1842725,0.9826305
-0.006292908,-0.02083737,-0.1842541,0.9826376
-0.005471133,-0.02093291,-0.1842333,0.9826443
-0.004567007,-0.02103385,-0.1842111,0.9826509
-0.003561511,-0.02114987,-0.1841871,0.9826571
-0.00246704,-0.02126593,-0.1841616,0.9826628
-0.001295062,-0.02136241,-0.1841345,0.982668
-6.948545E-05,-0.02145009,-0.1841069,0.9826722
0.001191403,-0.02155815,-0.184079,0.9826742
0.002485002,-0.02170171,-0.18405,0.9826741
0.003827508,-0.02184884,-0.1840197,0.9826722
0.005221731,-0.02203345,-0.1839881,0.9826676
0.006627875,-0.02229909,-0.184024,0.9826464
0.008040766,-0.02251549,-0.1839909,0.9826371
0.009473,-0.02267873,-0.1839568,0.982627
0.01088508,-0.02282561,-0.1839227,0.9826154
0.01224764,-0.02296764,-0.1838896,0.9826022
0.01360908,-0.02301308,-0.1838555,0.9825896
0.01495225,-0.02303747,-0.1838213,0.9825759
0.01628103,-0.02312136,-0.183788,0.982559
0.01765776,-0.02321183,-0.1838108,0.9825289
0.01911072,-0.02330943,-0.1838886,0.9824848
0.02062926,-0.02347627,-0.1840276,0.9824241
0.02223619,-0.02367119,-0.1841898,0.982354
0.02390536,-0.02384276,-0.1843061,0.9822888
0.02562961,-0.02400115,-0.1844303,0.9822181
0.02743779,-0.02414919,-0.1845109,0.9821506
0.02930692,-0.02434988,-0.1845224,0.9820895
0.03121671,-0.0245867,-0.1845543,0.9820188
0.03318829,-0.02484959,-0.184569,0.9819447
0.03521081,-0.02515868,-0.1845772,0.9818648
0.03724083,-0.02554208,-0.1845863,0.9817783
0.03933768,-0.02593826,-0.1846553,0.9816731
0.04150653,-0.02635037,-0.1847104,0.9815625
0.04375772,-0.02678091,-0.1847936,0.9814374
0.04609862,-0.02709934,-0.1849317,0.9812954
0.04845848,-0.02740952,-0.1850203,0.9811564
0.05084831,-0.02769805,-0.1851401,0.9810048
0.05325001,-0.0279265,-0.1853028,0.9808401
0.05565959,-0.02816777,-0.1854543,0.9806708
0.05808133,-0.02842467,-0.185563,0.9805024
0.0604731,-0.02862465,-0.1856083,0.9803434
0.06284591,-0.02881329,-0.1855215,0.980205
0.06527855,-0.0291072,-0.1854384,0.9800531
0.06779537,-0.0292467,-0.1854106,0.9798833
0.07029071,-0.02948637,-0.1853213,0.9797172
0.07277887,-0.029693,-0.1854285,0.979509
0.07528858,-0.02978679,-0.185568,0.97929
0.07774597,-0.02993066,-0.1857699,0.9790552
0.08017209,-0.03006717,-0.1859873,0.9788142
0.08258342,-0.03021442,-0.1861105,0.9785857
0.08496599,-0.03047612,-0.1861689,0.9783624
0.08730012,-0.03070823,-0.1862785,0.9781288
0.08957712,-0.03087452,-0.1863425,0.9779055
0.09178583,-0.03105138,-0.1864309,0.9776782
0.09397781,-0.03117381,-0.1865408,0.9774451
0.09614429,-0.03128151,-0.1865866,0.9772221
0.09824575,-0.03147117,-0.1866158,0.9770015
0.1003018,-0.03174875,-0.1865388,0.9767983
